Date,Name,Loyalty Program,ITR,Overall Comment,Elite Ap.,Cleanliness,Staff Service,Maintenance and Upkeep,F&B,Reason for Brand Question Rating,Restaurant 1 Service Satisfaction:,Reason for Trip,Overall Score,Social Comment,Comment_Length,Month,Year,Year-Month,Season,Service_Quality,Detected_Language,Translated Overall Comment,Sentiment,Sentiment_Score,Sentiment_Magnitude,Sentiment_2
2024-06-18 18:14:08.000,MIKE,Gold,5.0,Bed in room wasn’t comfortable,6.0,6.0,8.0,6.0,6.0,Unknown,6.0,Leisure Individual,2.5,Excelente,5,6,2024,2024-06,Invierno,6.5,en,Bed in room wasn’t comfortable,negative,-0.800000011920929,0.800000011920929,negative
2024-06-18 11:05:54.000,DOUGLAS,Titanium,6.0,"I have stayed here one time before (November 2023) and had no issues with the stay (in fact it was quite nice).  This time also wasn't that bad, but had issues with room service that really left a sour taste in my mouth.  Further, I also found out that my issue wasn't isolated to me as one of my coworkers who stayed at the hotel at the same time (based on my recommendation) also had the same issue.",8.0,9.0,3.0,8.0,5.0,"Overall I appreciate the consistency of the hotel, the brand, and what it represents.  I had an issue with the stay (room service) which is reflected in my response.",2.0,Meeting,3.0,Excelente,78,6,2024,2024-06,Invierno,6.25,en,"I have stayed here one time before (November 2023) and had no issues with the stay (in fact it was quite nice).  This time also wasn't that bad, but had issues with room service that really left a sour taste in my mouth.  Further, I also found out that my issue wasn't isolated to me as one of my coworkers who stayed at the hotel at the same time (based on my recommendation) also had the same issue.",neutral,-0.4000000059604645,2.0,negative
2024-06-18 02:42:47.000,RAQUEL,Silver,9.0,"Excelente estancia, agregaría mas opciones saladas para el desayuno.",10.0,10.0,10.0,10.0,8.0,"El servicio de   independientemente del País que me encuentre, con esta cadena siempre me llevo ganas de volver.",10.0,Meeting,4.5,Excelente,9,6,2024,2024-06,Invierno,9.5,es,"Excellent stay, I would add more savory options for breakfast.",positive,0.800000011920929,0.800000011920929,positive
2024-06-17 11:52:21.000,ADRIAN,Silver,9.0,Estadia sin ningun problema todo ok,9.0,9.0,9.0,9.0,9.0,Unknown,9.0,Business Individual,4.5,Excelente,6,6,2024,2024-06,Invierno,9.0,es,"Stay without any problems, everything is ok",positive,0.6000000238418579,0.6000000238418579,positive
2024-06-17 11:22:57.000,HECTOR,Member,1.0,"Primero: hice la reserva con 10 días de antelación, me dieron otro precio menor , de un 7 % menos ,el cual no se cumplió , segundo : en todo momento les indiqué que iban menores 7 / 10 años , por consiguiente reservé 2 habitaciones, les mandé un mail consultando que los menores podían ir a la cinta del Gyn , acompañados con un mayor y jamás obtuve respuesta",10.0,7.0,8.0,7.0,7.0,Por todo lo expuesto anteriormente,7.0,Family,0.5,Excelente,70,6,2024,2024-06,Invierno,7.25,es,"First: I made the reservation 10 days in advance, they gave me another lower price, 7% less, which was not met, second: at all times I indicated to them that minors 7/10 years old were going, therefore I reserved 2 rooms, I sent them an email asking if minors could go to the Gynecological belt, accompanied by an adult and I never got a response.",negative,-0.6000000238418579,0.6000000238418579,negative
2024-06-17 11:22:57.000,ALEJANDRO,Non-Member,10.0,EXCELENTE,10.0,10.0,10.0,10.0,10.0,EXC,10.0,Couple,5.0,Excelente,1,6,2024,2024-06,Invierno,10.0,it,EXCELLENT,neutral,0.8999999761581421,0.8999999761581421,positive
2024-06-16 06:16:23.000,JESSICA,Member,8.0,"Lo que puedo resaltar es la amabilidad del personal de recepción, las veces que llame a recepción fueron tan gentiles en solucionar o dar respuestas a mis consultas. Lo del desayuno bufett no tanto nisiquiera saludan x ahi deberian reforzar.
La limpieza A1 los de limpieza a habitaciones reamables.",10.0,10.0,9.0,9.0,7.0,"En general la comida pienso que le falto sazón, en el desayuno pusieron piña q estaba verde pr lo tanto nada jugosa, mas habia dulces y no proteina q se debe consumir en el desayuno.
Pienso q la limpieza a habitacion deberia ser todos los dias yo tuve q pedir q limpiaran pero lo hicieron inmediatamente y con mucha amabilidad",10.0,Conference/Convention,4.0,Excelente,49,6,2024,2024-06,Invierno,8.75,es,"What I can highlight is the kindness of the reception staff, the times I called reception they were so kind in solving or answering my questions. The buffet breakfast not so much, they don&#39;t even say hello, they should reinforce that. The cleanliness A1, the room cleaners are very friendly.",positive,0.30000001192092896,2.4000000953674316,positive
2024-06-15 14:40:58.000,RENGASAMI,Member,8.0,Friendly and helpful staff . Well designed rooms . Buffet breakfast was good . Close to tourist attractions . Value fr money .,10.0,8.0,8.0,8.0,8.0,Unknown,10.0,Leisure Individual,4.0,Excelente,23,6,2024,2024-06,Invierno,8.0,en,Friendly and helpful staff . Well designed rooms . Buffet breakfast was good . Close to tourist attractions . Value fr money .,positive,0.699999988079071,3.799999952316284,positive
2024-06-14 08:36:04.000,HORACIO,Member,10.0,Atención perfecta,10.0,10.0,10.0,10.0,10.0,Conforme,10.0,Meeting,5.0,Excelente,2,6,2024,2024-06,Invierno,10.0,es,Perfect attention,positive,0.8999999761581421,0.8999999761581421,positive
2024-06-13 18:46:48.000,DANIEL,Gold,2.0,"I would not recommend this hotel. There are several other high end hotels in the area at similar price points that are much nicer. The room was very warm, and the thermostats did not appear to control anything. The food was not good, and made me sick one night. The service was not good either. It was impossible to reach the hotel before coming to stay, we tried multiple times to call based on number listed on bonvoy and what is listed online, and could not reach anyone or find an email address. When we finally got a hold of someone 2 days before travel, I only requested help with possible flowers in the room or a bottle of champagne waiting in room to help celebrate our anniversary. The response was I needed to reach out weeks ahead of time to set that up. Which seems difficult when you’ve made it impossible to get ahold of anyone. There were other issues, but honestly I don’t think you need an exhaustive list to understand why it was not a good stay. We checked out early and went to the Hyatt, which was by far a superior experience, for the same nightly rate. I have been on the fence about leaving Bonvoy to commit to Hyatt, but this will probably be the event that makes that decision easier for us.",2.0,3.0,1.0,2.0,1.0,As stated earlier this was a very poor experience. It was so bad we checked out early to go to the local Hyatt. The Hyatt was so superior I wish we’d stayed there the whole time.,2.0,Couple,1.0,Excelente,228,6,2024,2024-06,Invierno,1.75,en,"I would not recommend this hotel. There are several other high end hotels in the area at similar price points that are much nicer. The room was very warm, and the thermostats did not appear to control anything. The food was not good, and made me sick one night. The service was not good either. It was impossible to reach the hotel before coming to stay, we tried multiple times to call based on number listed on bonvoy and what is listed online, and could not reach anyone or find an email address. When we finally got a hold of someone 2 days before travel, I only requested help with possible flowers in the room or a bottle of champagne waiting in room to help celebrate our anniversary. The response was I needed to reach out weeks ahead of time to set that up. Which seems difficult when you’ve made it impossible to get ahold of anyone. There were other issues, but honestly I don’t think you need an exhaustive list to understand why it was not a good stay. We checked out early and went to the Hyatt, which was by far a superior experience, for the same nightly rate. I have been on the fence about leaving Bonvoy to commit to Hyatt, but this will probably be the event that makes that decision easier for us.",negative,-0.5,8.699999809265137,negative
2024-06-13 11:18:28.000,REECE,Member,5.0,The room was dated and the bathroom was not very functional. There was also an odour to the room that was not very pleasant.,10.0,8.0,7.0,5.0,7.0,The hotel is a lot worse than what you would experience at other   hotels. The rooms need renovations.,10.0,Couple,2.5,Excelente,24,6,2024,2024-06,Invierno,6.75,en,The room was dated and the bathroom was not very functional. There was also an odour to the room that was not very pleasant.,negative,-0.800000011920929,1.7000000476837158,negative
2024-06-12 11:23:06.000,JHO,Member,10.0,"Fue espléndida, volvería mil veces más",10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Couple,5.0,Excelente,6,6,2024,2024-06,Invierno,10.0,es,"It was splendid, I would go back a thousand times more.",positive,0.8999999761581421,0.8999999761581421,positive
2024-06-12 07:11:42.000,JOSEMANUEL,Platinum,10.0,"Excelente trato.!!
Excelente servicio.!!
Excelente hotel.!!!
Recomendaré este hotel sin duda alguna. 
Muchas Gracias a todos los que cada día hicisteis posible que nuestra estancia en vuestro hotel, fuese tan bonita e inolvidable.",10.0,10.0,10.0,9.0,10.0,Unknown,10.0,Couple,5.0,Excelente,33,6,2024,2024-06,Invierno,9.75,es,Excellent service!! Excellent hotel!! I will definitely recommend this hotel. Many thanks to all of you who made our stay at your hotel so beautiful and unforgettable every day.,positive,0.8999999761581421,3.9000000953674316,positive
2024-06-11 19:31:36.000,CAROLINA,Non-Member,10.0,Excelente atencion y facilidades.,10.0,10.0,10.0,9.0,9.0,Muy satisfecha con los servicios utilizados y la atencion del personal.,10.0,Conference/Convention,5.0,Excelente,4,6,2024,2024-06,Invierno,9.5,es,Excellent service and facilities.,positive,0.8999999761581421,0.8999999761581421,positive
2024-06-11 17:26:58.000,ADRIAN,Member,8.0,"Nos gustaron especialmente los detalles (champagne, tapas de bienvenida), pero aun no hemos recibido la factura por nuestra estadia, aunque ayer la volvi a solicitar.",10.0,9.0,9.0,8.0,9.0,Unknown,9.0,Couple,4.0,Excelente,25,6,2024,2024-06,Invierno,8.75,es,"We particularly liked the details (champagne, welcome tapas), but we have not yet received the invoice for our stay, although I requested it again yesterday.",positive,-0.20000000298023224,0.20000000298023224,negative
2024-06-11 16:40:28.000,SILVINA,Silver,10.0,"Me alojé sólo una noche, recibí un upgrade de habitación, grata sorpresa. El hotel, habitación, servicios y personal excelente. Volvería, volveré y recomiendo",8.0,10.0,10.0,10.0,10.0,Es una experiencia completamente placentera,10.0,Friends,5.0,Excelente,23,6,2024,2024-06,Invierno,10.0,es,"I stayed only one night, I received a room upgrade, a pleasant surprise. The hotel, room, services and staff were excellent. I would return, I will return and I recommend.",positive,0.800000011920929,2.5,positive
2024-06-11 06:28:38.000,JUAN,Member,10.0,Todo muy bien,10.0,10.0,10.0,10.0,8.0,Pocas opciones en el Restaurant,10.0,Meeting,5.0,Excelente,3,6,2024,2024-06,Invierno,9.5,es,All very well,positive,0.8999999761581421,0.8999999761581421,positive
2024-06-10 23:50:03.000,GABRIEL,Silver,9.0,"Muy buena estadia.
Excelente servicio",9.0,9.0,10.0,8.0,8.0,Unknown,10.0,Business Individual,4.5,Excelente,5,6,2024,2024-06,Invierno,8.75,es,Very good stay. Excellent service.,positive,0.8999999761581421,1.899999976158142,positive
2024-06-09 07:32:27.000,HONG,Platinum,10.0,"Very good location, easy transportation. M-club is 24hrs, very sweat service.",10.0,10.0,10.0,10.0,10.0,"The second time stay Bs As  , very good service. Book Tango show in M-Club, helps me to manage all the booking and transportation. The staff reminds me about the safety of my mobile when I am work out. Very sweat service.",10.0,Business Individual,5.0,Excelente,11,6,2024,2024-06,Invierno,10.0,en,"Very good location, easy transportation. M-club is 24hrs, very sweat service.",positive,0.10000000149011612,1.5,neutral
2024-06-08 15:58:17.000,ESTEFANIA,Member,10.0,"Muy bueno todo, personal amable, desayuno super completo, gracias!",10.0,10.0,10.0,9.0,10.0,Unknown,10.0,Family,5.0,Excelente,9,6,2024,2024-06,Invierno,9.75,es,"Everything was great, friendly staff, super complete breakfast, thank you!",positive,0.8999999761581421,0.8999999761581421,positive
2024-06-07 14:42:58.000,DUC,Gold,10.0,Employés très répondants,10.0,10.0,10.0,10.0,9.0,Très bon services,10.0,Couple,5.0,Excelente,3,6,2024,2024-06,Invierno,9.75,fr,Highly responsive employees,positive,0.8999999761581421,0.8999999761581421,positive
2024-06-06 15:24:52.000,JAIME,Member,9.0,"It was great, as expected, except when I tried to request for a Room Service that none of the tries the phone was answered, so I went to lobby to have lunch.",10.0,10.0,10.0,6.0,5.0,Unknown,10.0,Meeting,4.5,Excelente,32,6,2024,2024-06,Invierno,7.75,en,"It was great, as expected, except when I tried to request for a Room Service that none of the tries the phone was answered, so I went to lobby to have lunch.",positive,-0.4000000059604645,0.4000000059604645,negative
2024-06-06 13:53:00.000,DANIEL,Gold,10.0,"muy bien recibido, muy cordial, excelente habitacion, pronta a la hora de la llegada",10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Conference/Convention,5.0,Excelente,14,6,2024,2024-06,Invierno,9.75,es,"Very well received, very friendly, excellent room, ready at the time of arrival",positive,0.8999999761581421,0.8999999761581421,positive
2024-06-06 10:55:00.000,TARANG,Titanium,10.0,"The staff went above and beyond to help my wife and I.  The airlines delayed our baggage hence we had to go several days without all of our items and the staff went above and beyond to accommodate us.  

My wife was injured while in Argentina and the team went above and beyond to assist us in finding a doctor, providing ice, checking up on us, etc...  You name it and the staff was there.",10.0,10.0,10.0,10.0,10.0,The property felt old and dated but the staff was amazing to work with and dealt with a lot of our challenges.  Very much appreciated.,10.0,Couple,5.0,Excelente,75,6,2024,2024-06,Invierno,10.0,en,"The staff went above and beyond to help my wife and I.  The airlines delayed our baggage hence we had to go several days without all of our items and the staff went above and beyond to accommodate us.  

My wife was injured while in Argentina and the team went above and beyond to assist us in finding a doctor, providing ice, checking up on us, etc...  You name it and the staff was there.",neutral,0.800000011920929,3.299999952316284,positive
2024-06-05 07:28:46.000,LESA,Silver,10.0,Perfect service and an exquisite hotel.,10.0,10.0,10.0,10.0,10.0,  quality is great no matter what location.,10.0,Business Individual,5.0,Excelente,6,6,2024,2024-06,Invierno,10.0,en,Perfect service and an exquisite hotel.,positive,0.8999999761581421,0.8999999761581421,positive
2024-06-04 18:27:13.000,ESTUARDO,Non-Member,9.0,Todo muy bien con el hotel y sus servicios. Pero hasta el momento no se me externa la garantía que se me pidió con cargo a mi tarjeta de crédito al ingreso o check in,10.0,10.0,10.0,9.0,10.0,Unknown,10.0,Meeting,4.5,Excelente,35,6,2024,2024-06,Invierno,9.75,es,Everything was fine with the hotel and its services. But so far I have not been given the guarantee that was requested to be charged to my credit card upon check-in.,neutral,-0.10000000149011612,1.100000023841858,neutral
2024-06-04 15:24:04.000,JUAN,Member,10.0,"It was fantastic, we loved the facilities and amenities. Somehow expensive breakfast but because we don’t eat a lot. We will come back again for sure.",10.0,10.0,10.0,10.0,10.0,From the check-in to check-out everything was a nice experience.,10.0,Couple,5.0,Excelente,26,6,2024,2024-06,Invierno,10.0,en,"It was fantastic, we loved the facilities and amenities. Somehow expensive breakfast but because we don’t eat a lot. We will come back again for sure.",positive,0.5,2.0999999046325684,positive
2024-06-04 05:18:43.000,JORGE,Platinum,5.0,"Our stay was nice overall. I was just surprised that the bathrooms in both rooms (my parents and mine) had a few hooks for the towels; there was none! The same with the lightning in our rooms, one switch controlled every light in the room which was super uncomfortable. My parents’ room had two showers but one was not working and the door was not closing properly so water was always coming out :-) I think having access to the lounge was awesome, would have loved to have access for my parents as well. The one thing that was really annoying was that my parents were told we needed to switch their room for the last night because we added it at the end when trip plans changed. So they packed everything the night before and were ready to move to a new room when I went to the check in desk to find out more details about the new room when they told me they could stay in the same room. A call or message about that would have been helpful.",6.0,8.0,5.0,8.0,8.0,Unknown,7.0,Family,2.5,Excelente,182,6,2024,2024-06,Invierno,7.25,en,"Our stay was nice overall. I was just surprised that the bathrooms in both rooms (my parents and mine) had a few hooks for the towels; there was none! The same with the lightning in our rooms, one switch controlled every light in the room which was super uncomfortable. My parents’ room had two showers but one was not working and the door was not closing properly so water was always coming out :-) I think having access to the lounge was awesome, would have loved to have access for my parents as well. The one thing that was really annoying was that my parents were told we needed to switch their room for the last night because we added it at the end when trip plans changed. So they packed everything the night before and were ready to move to a new room when I went to the check in desk to find out more details about the new room when they told me they could stay in the same room. A call or message about that would have been helpful.",neutral,-0.10000000149011612,4.300000190734863,neutral
2024-06-03 17:14:59.000,CARLOS,Silver,7.0,"En general muy buena estadía, positivo el upgrade de habitación por status BonVoy. En las oportunidades están: 1) Ducha de baño, ya que se sale el agua y lo reportamos pero no lo solventaron. 2) En el desayuno, nunca cambiaron de opciones, ejemplo en proteína, siempre es huevo revuelto (en casos líquido) y 3) Por último pero más importante, mencioné en varias oportunidades el tema de acreditación de mis puntos en   BonVoy 297437571 pero me llama la atención que por 11 noches de estadía, solo me acreditaran 131 puntos. Agradezco de antemano su atención. Saludos.",8.0,8.0,9.0,7.0,6.0,"En general muy buena estadía, positivo el upgrade de habitación por status BonVoy. En las oportunidades están: 1) Ducha de baño, ya que se sale el agua y lo reportamos pero no lo solventaron. 2) En el desayuno, nunca cambiaron de opciones, ejemplo en proteína, siempre es huevo revuelto (en casos líquido) y 3) Por último pero más importante, mencioné en varias oportunidades el tema de acreditación de mis puntos en   BonVoy 297437571 pero me llama la atención que por 11 noches de estadía, solo me acreditaran 131 puntos. Agradezco de antemano su atención. Saludos.",3.0,Meeting,3.5,Excelente,95,6,2024,2024-06,Invierno,7.5,es,"Overall a very good stay, positive about the room upgrade for BonVoy status. The opportunities are: 1) Bathroom shower, since the water leaks and we reported it but they did not fix it. 2) At breakfast, they never changed the options, for example in protein, it is always scrambled egg (in some cases liquid) and 3) Last but most important, I mentioned on several occasions the issue of crediting my points in BonVoy 297437571 but it calls my attention that for 11 nights of stay, they only credited me 131 points. I appreciate your attention in advance. Greetings.",positive,0.20000000298023224,3.700000047683716,positive
2024-06-03 05:23:08.000,OSCAR,Member,10.0,"La estancia fue excepcional. La calidad y el detalle se perciben a cada metro del hotel. El personal muy atento y servicial. La habitacion comoda, amplia y muy limpia. El ambiente que se vive en el hotel es una experiencia en si misma, que nos motivan a volver a alojarnos!!.",10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Couple,5.0,Excelente,50,6,2024,2024-06,Invierno,10.0,es,"The stay was exceptional. The quality and detail can be seen in every square meter of the hotel. The staff was very attentive and helpful. The room was comfortable, spacious and very clean. The atmosphere in the hotel is an experience in itself, which motivates us to stay again!!",positive,0.800000011920929,4.0,positive
2024-06-02 14:27:13.000,MARIA,Member,9.0,"Foi surpreendente! O Hotel é lindo e bem localizado!  Um ótimo café da manhã!  Mas, o surpreendente fica por conta da vista! Nossa acomodação em frente ao Teatro Colon,  nos encantou! E o 23°andar? Maravilhoso!  Querem saber mais?  Recomendo o Hotel  !",10.0,9.0,10.0,9.0,9.0,"O hotel funciona perfeitamente,  com toda a disponibilidade e cortesia da equipe!  Tem uma ótima estrutura!  E mesmo sendo um hotel grande,  com muitas acomodações e hóspedes , a sensação é de estar em casa!",10.0,Couple,4.5,Excelente,42,6,2024,2024-06,Invierno,9.25,pt,It was amazing! The hotel is beautiful and well located! A great breakfast! But the amazing thing is the view! Our accommodation in front of the Teatro Colon enchanted us! And the 23rd floor? Wonderful! Want to know more? I recommend the hotel!,positive,0.6000000238418579,5.900000095367432,positive
2024-06-01 15:37:54.000,ISIDORO,Member,10.0,"Nos sentimos como en nuestra propia Casa, ya que nos hospedamos en vuestro hotel mi Esposa, mi Hijo y yo. Los tres somos profesionales y hemos podido recorrer un poco el Mundo.   Hotel Buenos Aires es: ¨Tu lugar para descansar, relajarte y también desarrollar tus actividades empresariales cuando así lo requieran las exigencias. Todo gracias a las Personas que allí trabajan y al entorno edilicio que es simplemente MARAVILLOSO.¨ Gracias   Hotel por habernos hecho sentir como Casa.",10.0,10.0,10.0,10.0,10.0,Eficiencia en todo sentido.,10.0,Family,5.0,Excelente,77,6,2024,2024-06,Invierno,10.0,es,"We felt like we were at home, since my wife, my son and I stayed at your hotel. We are all professionals and we have been able to travel around the world a bit. Hotel Buenos Aires is: &quot;Your place to rest, relax and also develop your business activities when the demands require it. All thanks to the people who work there and the building environment which is simply WONDERFUL.&quot; Thank you Hotel for making us feel at home.",positive,0.6000000238418579,2.700000047683716,positive
2024-06-01 14:15:06.000,ELIZABETH,Gold,4.0,There were construction noises which prevented me from relaxing in my room.  Luckily the front desk allowed me access to the club lounge.  The room itself felt unfinished.,5.0,7.0,10.0,5.0,8.0,The only things going for your hotel are the location and the caliber of your staff.,10.0,Leisure Individual,2.0,Excelente,28,6,2024,2024-06,Invierno,7.5,en,There were construction noises which prevented me from relaxing in my room.  Luckily the front desk allowed me access to the club lounge.  The room itself felt unfinished.,negative,-0.4000000059604645,2.0,negative
2024-05-31 17:34:49.000,VANEZ,Member,10.0,because the attention is good and the same in the instalations,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Conference/Convention,5.0,Excelente,11,5,2024,2024-05,Otoño,10.0,en,because the attention is good and the same in the instalations,positive,0.800000011920929,0.800000011920929,positive
2024-05-31 15:54:15.000,RICARDO,Gold,9.0,Recibí un upgrade que hizo excelente la estadía. Todo lo demás estuvo muy bien.,10.0,8.0,7.0,8.0,8.0,Unknown,7.0,Meeting,4.5,Excelente,14,5,2024,2024-05,Otoño,7.75,es,I received an upgrade which made the stay great. Everything else was great.,positive,0.800000011920929,1.7000000476837158,positive
2024-05-31 14:24:19.000,ANA,Member,10.0,Todo fue excelente. Gracias al gerente del bar que facilitó todo.,10.0,10.0,10.0,9.0,9.0,Sería bueno que adviertan cuando la propina está incluida. Porque se puede duplicar. De todas maneras se pago con satisfacción.,9.0,Couple,5.0,Excelente,11,5,2024,2024-05,Otoño,9.5,es,Everything was excellent. Thanks to the bar manager who made everything easy.,positive,0.8999999761581421,1.899999976158142,positive
2024-05-30 16:07:28.000,JUAN,Non-Member,9.0,"Lindo, la atención de primera, solo en el desayuno un poco más de variedad de frutas!",10.0,10.0,10.0,10.0,10.0,Unknown,9.0,Meeting,4.5,Excelente,16,5,2024,2024-05,Otoño,10.0,es,"Nice, first class service, just a little more variety of fruit for breakfast!",positive,0.699999988079071,0.699999988079071,positive
2024-05-30 11:35:25.000,BORIS,Silver,6.0,Really pleasant crew.  Room would appreciate some upgrade.,10.0,9.0,10.0,2.0,6.0,.,9.0,Conference/Convention,3.0,Excelente,8,5,2024,2024-05,Otoño,6.75,en,Really pleasant crew.  Room would appreciate some upgrade.,positive,0.10000000149011612,1.600000023841858,neutral
2024-05-29 14:38:34.000,RAFAEL,Gold,9.0,"Very good location. Walking distance to almost all most relevant touristic points. Good breakfast. Very helpful and friendly hotel crew. Nice room but … The toiled bathtub drain hole stinks and was spreading bad smell all over the toilet. The shower area was extremely small, I ended up hitting several times the glass walls and the valves.",9.0,5.0,10.0,9.0,9.0,Unknown,10.0,Family,4.5,Excelente,57,5,2024,2024-05,Otoño,8.25,en,"Very good location. Walking distance to almost all most relevant touristic points. Good breakfast. Very helpful and friendly hotel crew. Nice room but … The toiled bathtub drain hole stinks and was spreading bad smell all over the toilet. The shower area was extremely small, I ended up hitting several times the glass walls and the valves.",positive,0.20000000298023224,5.199999809265137,positive
2024-05-29 09:59:48.000,PABLO,Member,10.0,"Fue excelente. Instalaciones, atención del personal, desayuno. Todo",10.0,10.0,10.0,10.0,10.0,Porque cumple y supera expectativas,10.0,Friends,5.0,Excelente,8,5,2024,2024-05,Otoño,10.0,es,"It was excellent. Facilities, staff attention, breakfast. Everything.",positive,0.699999988079071,2.0999999046325684,positive
2024-05-28 15:55:37.000,MARIA,Member,6.0,"lobby impresionante, las habitaciones elegantes, almohadas horribles mi habitación justo al frente de los ascensores muy bulliciosa, el ruido de los asensores me despertaba a las 6 de la mañana, podía escuchar la conversación que mantenian en la habitación continua, tanto que tuve que golpear la puerta para que bajen el volumen de sus voces
el buffet del desayuno muy bueno",10.0,10.0,10.0,4.0,10.0,"el JW   DE LA BRICKEL ES CASI TAN ANTIGUO COMO ESTE, PERO SU CAMA ES MAS ACOGEDORA 
NECESITA MANTENIMIENTO MAS CUIDADOSO",10.0,Conference/Convention,3.0,Excelente,61,5,2024,2024-05,Otoño,8.5,es,"The lobby was impressive, the rooms were elegant, the pillows were horrible, my room was right in front of the elevators, very noisy, the noise of the elevators woke me up at 6 in the morning, I could hear the conversation they were having in the next room, so much so that I had to knock on the door to get them to lower the volume of their voices, the breakfast buffet was very good",positive,-0.4000000059604645,0.4000000059604645,negative
2024-05-28 13:40:47.000,BERNARDO,Gold,10.0,POR LA EXCELENTE ATENCION EN LO PERSONAL QUE ME DAN EN MIS VISITAS.,10.0,9.0,10.0,9.0,10.0,EXCELENTE ATENCION DEL PERSONAL QUE LABORA EN EL HOTEL.,10.0,Meeting,5.0,Excelente,13,5,2024,2024-05,Otoño,9.5,es,FOR THE EXCELLENT PERSONAL ATTENTION THAT THEY GIVE ME DURING MY VISITS.,positive,0.699999988079071,0.699999988079071,positive
2024-05-28 12:48:34.000,SILVANA,Non-Member,10.0,"Todo espectacular, habitacion , desayuno, estadia, gracias",10.0,10.0,10.0,10.0,10.0,Todo impecable-,10.0,Conference/Convention,5.0,Excelente,7,5,2024,2024-05,Otoño,10.0,es,"Everything was spectacular, room, breakfast, stay, thank you",positive,0.8999999761581421,0.8999999761581421,positive
2024-05-28 06:26:14.000,VANESSA,Gold,7.0,"Excellent location and staff 
Rooms are quite old tho. I was expecting something more up to date and a better breakfast.",10.0,9.0,10.0,6.0,6.0,Staff is fantastic but I would renovate a bit the rooms. The standard is quite low to be a  ,10.0,Business Individual,3.5,Excelente,21,5,2024,2024-05,Otoño,7.75,en,"Excellent location and staff 
Rooms are quite old tho. I was expecting something more up to date and a better breakfast.",positive,-0.20000000298023224,1.2000000476837158,negative
2024-05-27 21:54:32.000,KOBI,Platinum,8.0,"The stay was very good, the room was clean and tidy. The service is amazing. There is a decline in the level of food served in the lounge.",10.0,10.0,10.0,10.0,8.0,Unknown,10.0,Business Individual,4.0,Excelente,28,5,2024,2024-05,Otoño,9.5,en,"The stay was very good, the room was clean and tidy. The service is amazing. There is a decline in the level of food served in the lounge.",positive,0.30000001192092896,2.700000047683716,positive
2024-05-27 15:51:05.000,ROCIO,Gold,10.0,"Realmente disfrute mucho del confort y comodidad en mi última estadía, recibiendo una cortesía del hotel por el ascenso de categoría en la habitación. Excelente todo.",10.0,10.0,10.0,10.0,10.0,"Hace muchos años soy cliente del hotel, y cada vez que voy a Buenos Aires no dudo en reservar mi estadía en él. Esa situación tiene que ver con las experiencias vivenciadas en cada estancia, aprovechando al máximo de lo que   ofrece.",10.0,Meeting,5.0,Excelente,26,5,2024,2024-05,Otoño,10.0,es,"I really enjoyed the comfort and convenience of my last stay, receiving a courtesy from the hotel for the room upgrade. Everything was excellent.",positive,0.8999999761581421,1.7999999523162842,positive
2024-05-27 06:28:14.000,GUILHERME,Silver,10.0,"Excellent , it was offer a better room without any extra cost based on my membership with   group (Bonvoy) and the overall experience was great.",10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Meeting,5.0,Excelente,25,5,2024,2024-05,Otoño,9.75,en,"Excellent , it was offer a better room without any extra cost based on my membership with   group (Bonvoy) and the overall experience was great.",positive,0.8999999761581421,0.8999999761581421,positive
2024-05-26 17:08:54.000,PEDRO,Member,5.0,"La estancia fue regular, no andaban ascensores, ni la calefaccion, no nos dieron el estacionamiento comprometido, ni las copas de vino, el sistema de reserva o alguna otra accion nos bloqueo la tarjeta Amex. Al Viernes 24/05 siguiente volvimos con deseos de no quedarnos con un sabor amargo,  la calida y eficaz recepcion de Agustin, que nos dio rapidas soluciones, disculpas y atenciones, junto con el hermoso recuerdo y enorme cariño que sentimos por el el hotel desde la epoca del Panamericano y Tomo I dejo las cosas como al principio (incluso como desde nuestra noche de bodas del casamiento civil) Lo decimos siempre que estamos en el exterior, es el mejor hotel de Buenos Aires.",10.0,5.0,5.0,4.0,6.0,Unknown,7.0,Couple,2.5,Excelente,116,5,2024,2024-05,Otoño,5.0,es,"The stay was average, the elevators did not work, nor the heating, they did not give us the promised parking, nor the glasses of wine, the reservation system or some other action blocked our Amex card. The following Friday 24/05 we returned with the desire not to be left with a bitter taste, the warm and efficient reception of Agustin, who gave us quick solutions, apologies and attentions, along with the beautiful memory and enormous affection that we feel for the hotel since the time of the Pan American and Volume I left things as they were at the beginning (even as since our wedding night of the civil wedding). We always say it when we are abroad, it is the best hotel in Buenos Aires.",positive,0.30000001192092896,2.4000000953674316,positive
2024-05-26 11:23:43.000,NILO,Non-Member,10.0,Experiencia para recomendar,10.0,10.0,10.0,9.0,9.0,.,10.0,Conference/Convention,5.0,Excelente,3,5,2024,2024-05,Otoño,9.5,pt,Experience to recommend,neutral,0.800000011920929,0.800000011920929,positive
